year,plant_id,plant_name_gen,operator_name_gen,operator_id_gen,net_generation_mwh,plant_name_cap,operator_name_cap,operator_id_cap,state,nameplate_mw,summer_mw,capacity_mwh,capacity_utilization,minimum_year
2011,335,AES Huntington Beach LLC,AES Huntington Beach LLC,23693,1113424,AES Huntington Beach LLC,AES Huntington Beach LLC,23693,CA,888,903.6,7915536,0.140663121,1958
2012,335,AES Huntington Beach LLC,AES Huntington Beach LLC,23693,1167621,AES Huntington Beach LLC,AES Huntington Beach LLC,23693,CA,436,451.6,3956016,0.295150727,1958
2013,335,AES Huntington Beach LLC,AES Huntington Beach LLC,23693,851663,AES Huntington Beach LLC,AES Huntington Beach LLC,23693,CA,436,451.6,3956016,0.215283002,1958
2014,335,AES Huntington Beach LLC,AES Huntington Beach LLC,23693,912234,AES Huntington Beach LLC,AES Huntington Beach LLC,23693,CA,436,451.6,3956016,0.230594113,1958
2015,335,AES Huntington Beach LLC,AES Huntington Beach LLC,23693,722497,AES Huntington Beach LLC,AES Huntington Beach LLC,23693,CA,436,451.6,3956016,0.182632477,1958
2001,10677,AES Placerita,AES  Placerita Inc,178,168898,AES Placerita Inc,AES Placerita Inc,178,CA,150,115,1007400,0.167657336,1988
2002,10677,AES Placerita,AES  Placerita Inc,178,9812.52,AES Placerita,AES  Placerita Inc,178,CA,150,115,1007400,0.009740441,1988
2003,10677,AES Placerita,AES  Placerita Inc,178,43811.02,AES Placerita,AES  Placerita Inc,178,CA,150,115,1007400,0.0434892,1988
2004,10677,AES Placerita,AES  Placerita Inc,178,70030.119,AES Placerita,AES  Placerita Inc,178,CA,150,115,1007400,0.069515703,1988
2005,10677,AES Placerita,AES  Placerita Inc,178,21742.55,AES Placerita,AES  Placerita Inc,178,CA,150,115,1007400,0.021582837,1988
2006,10677,AES Placerita,AES  Placerita Inc,178,13915.619,AES Placerita,AES  Placerita Inc,178,CA,150,115,1007400,0.0138134,1988
2007,10677,AES Placerita,AES  Placerita Inc,178,11606.999,AES Placerita,AES  Placerita Inc,178,CA,150,115,1007400,0.011521738,1988
2001,356,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,5786644,Redondo Beach,AES Redondo Beach LLC,22484,CA,1321.2,1310,11475600,0.504256335,1954
2002,356,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,2022384.48,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,CA,1316.4,1310,11475600,0.176233441,1954
2003,356,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,1043014,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,CA,1316.4,1310,11475600,0.090889714,1954
2004,356,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,1290308,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,CA,1316.4,1310,11475600,0.112439262,1954
2005,356,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,429505,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,CA,1316.4,1310,11475600,0.037427673,1954
2006,356,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,588183,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,CA,1316.4,1310,11475600,0.051255098,1954
2007,356,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,529291.999,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,CA,1316.4,1310,11475600,0.046123253,1954
2008,356,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,316638,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,CA,1316.4,1310,11475600,0.027592283,1954
2009,356,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,679518,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,CA,1316.4,1310,11475600,0.059214159,1954
2010,356,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,134574,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,CA,1316.4,1310,11475600,0.011726969,1954
2011,356,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,447387,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,CA,1316.4,1310,11475600,0.038985935,1954
2012,356,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,547638,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,CA,1316.4,1310,11475600,0.047721949,1954
2013,356,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,299638,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,CA,1316.4,1310,11475600,0.026110879,1954
2014,356,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,249851,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,CA,1316.4,1310,11475600,0.021772369,1954
2015,356,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,486888,AES Redondo Beach LLC,AES Redondo Beach LLC,22484,CA,1316.4,1310,11475600,0.042428108,1954
2001,50748,Agnews Power Plant,Calpine Corp-Agnews,2871,220019,Agnews Cogen,Calpine Corp-Agnews,2871,CA,32,30.3,265428,0.828921591,1990
2002,50748,Agnews Power Plant,Calpine Corp-Agnews,2871,243684,Agnews Power Plant,Calpine Corp-Agnews,2871,CA,32,30.3,265428,0.918079479,1990
2003,50748,Agnews Power Plant,Calpine Corp-Agnews,2871,214719.001,Agnews Power Plant,Calpine Corp-Agnews,2871,CA,32,30.3,265428,0.808953844,1990
2004,50748,Agnews Power Plant,Calpine Corp-Agnews,2871,0,Agnews Power Plant,Calpine Corp-Agnews,2871,CA,32,30.3,265428,0,1990
2005,50748,Agnews Power Plant,Calpine Corp-Agnews,2871,157850.039,Agnews Power Plant,Calpine Corp-Agnews,2871,CA,32,30.3,265428,0.594700028,1990
2006,50748,Agnews Power Plant,Calpine Corp-Agnews,2871,189126.72,Agnews Power Plant,Calpine Corp-Agnews,2871,CA,32,30.3,265428,0.712534925,1990
2007,50748,Agnews Power Plant,Calpine Corp-Agnews,2871,223986,Agnews Power Plant,Calpine Corp-Agnews,2871,CA,32,30.3,265428,0.843867263,1990
2008,50748,Agnews Power Plant,OLS Energy-Agnews Inc.,2871,226494,Agnews Power Plant,Calpine Corp-Agnews,2871,CA,32,30.3,265428,0.853316154,1990
2009,50748,Agnews Power Plant,Calpine Corp-Agnews,2871,149880,Agnews Power Plant,Calpine Corp-Agnews,2871,CA,32,30.3,265428,0.564672906,1990
2010,50748,Agnews Power Plant,Calpine Corp-Agnews,2871,209901,Agnews Power Plant,Calpine Corp-Agnews,2871,CA,32,30.3,265428,0.790802025,1990
2011,50748,Agnews Power Plant,OLS Energy-Agnews Inc.,2871,187601,Agnews Power Plant,OLS Energy-Agnews Inc.,2871,CA,32,30.3,265428,0.706786775,1990
2012,50748,Agnews Power Plant,OLS Energy-Agnews Inc.,2871,144448,Agnews Power Plant,OLS Energy-Agnews Inc.,2871,CA,32,30.3,265428,0.544207845,1990
2013,50748,Agnews Power Plant,OLS Energy-Agnews Inc.,2871,19285,Agnews Power Plant,OLS Energy-Agnews Inc.,2871,CA,32,30.3,265428,0.072656238,1990
2014,50748,Agnews Power Plant,OLS Energy-Agnews Inc.,2871,15661,Agnews Power Plant,OLS Energy-Agnews Inc.,2871,CA,32,31.7,277692,0.056397015,1990
2015,50748,Agnews Power Plant,OLS Energy-Agnews Inc.,2871,31849,Agnews Power Plant,OLS Energy-Agnews Inc.,2871,CA,32,31.7,277692,0.114691817,1990
2003,55951,Agua Mansa Power Plant,E I Colton LLC,5532,79380.688,Agua Mansa Power Plant,E I Colton LLC,5532,CA,48,40.8,357408,0.222101039,2003
2004,55951,Agua Mansa Power Plant,E I Colton LLC,5532,24278,Agua Mansa Power Plant,E I Colton LLC,5532,CA,60.5,40.8,357408,0.06792797,2003
2005,55951,Agua Mansa Power Plant,E I Colton LLC,5532,28308,Agua Mansa Power Plant,E I Colton LLC,5532,CA,60.5,40.8,357408,0.079203599,2003
2006,55951,Agua Mansa Power Plant,E I Colton LLC,5532,30156.999,Agua Mansa Power Plant,E I Colton LLC,5532,CA,60.5,40.8,357408,0.084376956,2003
2007,55951,Agua Mansa Power Plant,E I Colton LLC,5532,48774,Agua Mansa Power Plant,E I Colton LLC,5532,CA,60.5,40.8,357408,0.136465888,2003
2008,55951,Agua Mansa Power Plant,E I Colton LLC,5532,58831,Agua Mansa Power Plant,E I Colton LLC,5532,CA,60.5,40.8,357408,0.164604598,2003
2009,55951,Agua Mansa Power Plant,E I Colton LLC,5532,22539,Agua Mansa Power Plant,E I Colton LLC,5532,CA,60.5,40.8,357408,0.063062382,2003
2010,55951,Agua Mansa Power Plant,E I Colton LLC,5532,29520,Agua Mansa Power Plant,E I Colton LLC,5532,CA,60.5,40.8,357408,0.082594682,2003
2011,55951,Agua Mansa Power Plant,E I Colton LLC,5532,12114,Agua Mansa Power Plant,E I Colton LLC,5532,CA,60.5,40.8,357408,0.033894037,2003
2012,55951,Agua Mansa Power Plant,E I Colton LLC,5532,43085,Agua Mansa Power Plant,E I Colton LLC,5532,CA,60.5,40.8,357408,0.120548505,2003
2013,55951,Agua Mansa Power Plant,E I Colton LLC,5532,39754,Agua Mansa Power Plant,E I Colton LLC,5532,CA,60.5,40.8,357408,0.111228624,2003
2014,55951,Agua Mansa Power Plant,E I Colton LLC,5532,23668,Agua Mansa Power Plant,E I Colton LLC,5532,CA,60.5,40.8,357408,0.066221237,2003
2015,55951,Agua Mansa Power Plant,E I Colton LLC,5532,14590,Agua Mansa Power Plant,E I Colton LLC,5532,CA,60.5,40.8,357408,0.040821694,2003
2001,52158,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,141725,Aidlin Geothermal,Geysers Power Co LLC,7160,CA,25,20,175200,0.808932648,1989
2002,52158,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,137125,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,CA,25,20,175200,0.782676941,1989
2003,52158,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,130947,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,CA,25,20,175200,0.747414384,1989
2004,52158,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,122914,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,CA,25,20,175200,0.701563927,1989
2005,52158,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,107350,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,CA,25,20,175200,0.612728311,1989
2006,52158,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,136454,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,CA,25,20,175200,0.778847032,1989
2007,52158,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,146205,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,CA,25,20,175200,0.834503425,1989
2008,52158,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,136980,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,CA,25,20,175200,0.781849315,1989
2009,52158,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,144098,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,CA,25,20,175200,0.822477169,1989
2010,52158,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,148961,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,CA,25,20,175200,0.850234018,1989
2011,52158,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,132181,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,CA,25,20,175200,0.754457763,1989
2012,52158,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,119471,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,CA,25,20,175200,0.6819121,1989
2013,52158,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,112149,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,CA,25,20,175200,0.640119863,1989
2014,52158,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,139692,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,CA,25,18,157680,0.885920852,1989
2015,52158,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,132136,Aidlin Geothermal Power Plant,Geysers Power Co LLC,7160,CA,25,18,157680,0.838001015,1989
2002,7450,Alameda,Northern California Power Agny,40613,1312,Alameda,Northern California Power Agny,40613,CA,50.4,50,438000,0.002995434,1986
2003,7450,Alameda,Northern California Power Agny,40613,1840,Alameda,Northern California Power Agny,40613,CA,49.8,0.4,3504,0.525114155,1986
2004,7450,Alameda,Northern California Power Agny,40613,5328,Alameda,Northern California Power Agny,40613,CA,49.8,49.8,436248,0.012213237,1986
2005,7450,Alameda,Northern California Power Agny,40613,8810.001,Alameda,Northern California Power Agny,40613,CA,49.8,49.4,432744,0.020358459,1986
2006,7450,Alameda,Northern California Power Agny,40613,14204,Alameda,Northern California Power Agny,40613,CA,49.8,43.8,383688,0.037019662,1986
2007,7450,Alameda,Northern California Power Agny,40613,6827,Alameda,Northern California Power Agny,40613,CA,54.8,49.2,430992,0.015840201,1986
2008,7450,Alameda,Northern California Power Agny,40613,675,Alameda,Northern California Power Agny,40613,CA,54.8,43.6,381936,0.001767312,1986
2009,7450,Alameda,Northern California Power Agny,40613,202,Alameda,Northern California Power Agny,40613,CA,54.8,43.6,381936,0.000528884,1986
2010,7450,Alameda,Northern California Power Agny,40613,212,Alameda,Northern California Power Agny,40613,CA,54.8,43.6,381936,0.000555067,1986
2011,7450,Alameda,Northern California Power Agny,40613,488,Alameda,Northern California Power Agny,40613,CA,54.8,43.6,381936,0.001277701,1986
2012,7450,Alameda,Northern California Power Agny,40613,757,Alameda,Northern California Power Agny,40613,CA,54.8,43.6,381936,0.001982007,1986
2013,7450,Alameda,Northern California Power Agny,40613,274,Alameda,Northern California Power Agny,40613,CA,54.8,43.6,381936,0.000717398,1986
2014,7450,Alameda,Northern California Power Agny,40613,1551,Alameda,Northern California Power Agny,40613,CA,54.8,43.6,381936,0.00406089,1986
2015,7450,Alameda,Northern California Power Agny,40613,1785,Alameda,Northern California Power Agny,40613,CA,54.8,43.6,381936,0.004673558,1986
2001,905,Alamo,California Department of Water Resources,3255,71691,Alamo,California Dept-Wtr Resources,3255,CA,19.6,17,148920,0.481406124,1986
2002,905,Alamo,California Department of Water Resources,3255,78270,Alamo,California Dept-Wtr Resources,3255,CA,19.6,17,148920,0.525584206,1986
2003,905,Alamo,California Department of Water Resources,3255,65123,Alamo,California Dept-Wtr Resources,3255,CA,19.6,17,148920,0.437301907,1986
2004,905,Alamo,California Department of Water Resources,3255,121381,Alamo,California Dept-Wtr Resources,3255,CA,19.6,17,148920,0.815075208,1986
2005,905,Alamo,California Department of Water Resources,3255,104757,Alamo,California Dept-Wtr Resources,3255,CA,19.6,17,148920,0.703444803,1986
2006,905,Alamo,California Department of Water Resources,3255,87063,Alamo,California Department of Water Resources,3255,CA,19.6,17,148920,0.584629331,1986
2007,905,Alamo,California Department of Water Resources,3255,56775,Alamo,California Department of Water Resources,3255,CA,19.6,17,148920,0.381244964,1986
2008,905,Alamo,California Department of  Water Resources,3255,64333,Alamo,California Department of Water Resources,3255,CA,19.6,17,148920,0.431997045,1986
2009,905,Alamo,California Department of Water Resources,3255,54924,Alamo,California Department of Water Resources,3255,CA,19.6,17,148920,0.368815471,1986
2010,905,Alamo,California Department of Water Resources,3255,78171,Alamo,California Department of Water Resources,3255,CA,19.6,17,148920,0.52491942,1986
2011,905,Alamo,California Dept. of  Water Resources,3255,104995,Alamo,California Department of  Water Resource,3255,CA,19.6,17,148920,0.705042976,1986
2012,905,Alamo,California Dept. of  Water Resources,3255,29339,Alamo,California Dept. of  Water Resources,3255,CA,19.6,17,148920,0.197011818,1986
2013,905,Alamo,California Dept. of  Water Resources,3255,22048,Alamo,California Dept. of  Water Resources,3255,CA,19.6,17,148920,0.148052646,1986
2014,905,Alamo,California Dept. of  Water Resources,3255,19265,Alamo,California Dept. of  Water Resources,3255,CA,19.6,17,148920,0.12936476,1986
2015,905,Alamo,California Dept. of  Water Resources,3255,23880,Alamo,California Dept. of  Water Resources,3255,CA,19.6,17,148920,0.160354553,1986
2015,59469,Alamo Solar,Dominion Renewable Energy,58468,34449,Alamo Solar,Dominion Renewable Energy,58468,CA,20,20,175200,0.196626712,2015
2010,57564,Algonquin Power Sanger LLC,Algonquin Power Sanger LLC,56905,129557.1,Algonquin Power Sanger LLC,Algonquin Power Sanger LLC,56905,CA,61.5,61.5,538740,0.240481679,2007
2011,57564,Algonquin Power Sanger LLC,Algonquin Power Sanger LLC,56905,131506,Algonquin Power Sanger LLC,Algonquin Power Sanger LLC,56905,CA,61.5,61.5,538740,0.244099194,2007
2012,57564,Algonquin Power Sanger LLC,Algonquin Power Sanger LLC,56905,101388,Algonquin Power Sanger LLC,Algonquin Power Sanger LLC,56905,CA,61.5,61.5,538740,0.188194676,2007
2013,57564,Algonquin Power Sanger LLC,Algonquin Power Sanger LLC,56905,138890,Algonquin Power Sanger LLC,Algonquin Power Sanger LLC,56905,CA,61.5,61.5,538740,0.257805249,2007
2014,57564,Algonquin Power Sanger LLC,Algonquin Power Sanger LLC,56905,135389,Algonquin Power Sanger LLC,Algonquin Power Sanger LLC,56905,CA,61.5,61.5,538740,0.251306753,2007
2015,57564,Algonquin Power Sanger LLC,Algonquin Power Sanger LLC,56905,130858,Algonquin Power Sanger LLC,Algonquin Power Sanger LLC,56905,CA,61.5,61.5,538740,0.242896388,2007
2015,59412,Algonquin SKIC20 Solar LLC,Algonquin Power Co,59050,27082,Algonquin SKIC20 Solar LLC,Algonquin Power Co,59050,CA,20,20,175200,0.154577626,2015
2001,10820,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,6800,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,CA,1.2,1.2,10512,0.646879756,1997
2002,10820,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,5441.08,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,CA,1.2,1.2,10512,0.517606545,1997
2003,10820,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,6849.003,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,CA,1.2,1.2,10512,0.651541381,1997
2004,10820,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,6933.5,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,CA,1.2,1.2,10512,0.659579528,1997
2005,10820,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,6677.72,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,CA,1.2,1.2,10512,0.635247336,1997
2006,10820,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,6508.179,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,CA,1.2,1.2,10512,0.619119007,1997
2007,10820,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,6446,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,CA,1.2,1.2,10512,0.613203957,1997
2008,10820,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,6469.96,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,CA,1.2,1.2,10512,0.615483257,1997
2009,10820,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,6098,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,CA,1.2,1.2,10512,0.580098935,1997
2010,10820,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,6425,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,CA,1.2,1.2,10512,0.61120624,1997
2011,10820,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,7,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,CA,1.2,1.2,10512,0.000665906,1997
2012,10820,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,6,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,CA,1.2,1.2,10512,0.000570776,1997
2013,10820,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,6174,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,CA,1.2,1.2,10512,0.587328767,1997
2014,10820,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,6,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,CA,1.2,1.2,10512,0.000570776,1997
2015,10820,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,6,Aliso Water Management Agency,South Orange Co Wastewtr Auth,17578,CA,1.2,1.2,10512,0.000570776,1997
2001,7315,Almond Power Plant,Turlock Irrigation District,19281,283511,Almond,Turlock Irrigation District,19281,CA,49.5,49.5,433620,0.653823624,1996
2002,7315,Almond Power Plant,Turlock Irrigation District,19281,124570,Almond Power Plant,Turlock Irrigation District,19281,CA,49.5,49.5,433620,0.287279185,1996
2003,7315,Almond Power Plant,Turlock Irrigation District,19281,30391,Almond Power Plant,Turlock Irrigation District,19281,CA,49.5,49.5,433620,0.070086712,1996
2004,7315,Almond Power Plant,Turlock Irrigation District,19281,54967,Almond Power Plant,Turlock Irrigation District,19281,CA,49.5,49.5,433620,0.126763064,1996
2005,7315,Almond Power Plant,Turlock Irrigation District,19281,107911,Almond Power Plant,Turlock Irrigation District,19281,CA,49.5,49.5,433620,0.248860754,1996
2006,7315,Almond Power Plant,Turlock Irrigation District,19281,121822,Almond Power Plant,Turlock Irrigation District,19281,CA,49.5,49.5,433620,0.280941838,1996
2007,7315,Almond Power Plant,Turlock Irrigation District,19281,82629,Almond Power Plant,Turlock Irrigation District,19281,CA,49.5,49.5,433620,0.190556247,1996
2008,7315,Almond Power Plant,Turlock Irrigation District,19281,61958,Almond Power Plant,Turlock Irrigation District,19281,CA,49.5,49.5,433620,0.142885476,1996
2009,7315,Almond Power Plant,Turlock Irrigation District,19281,59984,Almond Power Plant,Turlock Irrigation District,19281,CA,49.5,49.5,433620,0.138333103,1996
2010,7315,Almond Power Plant,Turlock Irrigation District,19281,45476,Almond Power Plant,Turlock Irrigation District,19281,CA,49.5,49.5,433620,0.104875236,1996
2011,7315,Almond Power Plant,Turlock Irrigation District,19281,79079,Almond Power Plant,Turlock Irrigation District,19281,CA,49.5,49.5,433620,0.182369356,1996
